NUMERO_CUENTA,MES,ANIO,IMPORTE
7050001,2,2025,-6228
7050001,2,2025,-5620
7050001,2,2025,-3282
7050001,2,2025,-724
7050001,2,2025,-304
7050001,2,2025,-7899
7050001,2,2025,-69
7050001,2,2025,-6272
7050001,2,2025,-4026
7050001,2,2025,-205
7050001,2,2025,-311
7050001,2,2025,-7025
7050001,2,2025,-7277
7050001,2,2025,-11498
7050001,2,2025,-19832
7050001,2,2025,-1193
7050001,2,2025,-240
7050001,2,2025,-1452
7050001,2,2025,-36
7050001,2,2025,-732
7050001,2,2025,-1163
7050001,2,2025,-3811
7050001,2,2025,-2055
7050001,2,2025,-7195
7050001,2,2025,-3603
7050001,2,2025,-2471
7050001,2,2025,-2883
7050001,2,2025,-1823
7050001,2,2025,-2679
7050001,2,2025,-1645
7050001,2,2025,-247
7050001,2,2025,-130
7050001,2,2025,-12920
7050001,2,2025,-8914
7050001,2,2025,-6496
7050001,2,2025,-2588
7050001,2,2025,-2588
7050001,2,2025,-2588
7050001,2,2025,-2191
7050001,2,2025,-2377
7050001,2,2025,-3342
7050001,2,2025,-7808
7050001,2,2025,-5412
7050001,2,2025,-4592
7050001,2,2025,-2588
7050001,2,2025,-4458
7050001,2,2025,-2127
7050001,2,2025,-2940
7050001,2,2025,-4412
7050001,2,2025,-4767
7050001,2,2025,-183
7050001,2,2025,-259
7050001,2,2025,-500
7050001,2,2025,-119
7050001,2,2025,-1538
7050001,2,2025,-8100
7050001,2,2025,-143
7050001,2,2025,-1666
7050001,2,2025,-91
7050001,2,2025,-2963
7050001,2,2025,-839
7050001,2,2025,-1108
7050001,2,2025,-57
7050001,2,2025,-299
7050001,2,2025,-73
7050001,2,2025,-4909
7050001,2,2025,-22
7050001,2,2025,-99
7050001,2,2025,-99
7050001,2,2025,-99
7050001,2,2025,-15
7050001,2,2025,-44
7050001,2,2025,-98
7050001,2,2025,-99
7050001,2,2025,-99
7050001,2,2025,-99
7050001,2,2025,-16
7050001,2,2025,-44
7050001,2,2025,-328
7050001,2,2025,-396
7050001,2,2025,-38
7050001,2,2025,-473
7050001,2,2025,-408
7050001,2,2025,-1374
7050001,2,2025,-37
7050001,2,2025,-13
7050001,2,2025,-220
7050001,2,2025,-2115
7050001,2,2025,-14692
7050001,2,2025,-53
7050001,2,2025,-15266
7050001,2,2025,-4856
7050001,2,2025,-5583
7050001,2,2025,-6052
7050001,2,2025,-3799
7050001,2,2025,-3414
7050001,2,2025,-7516
7050001,2,2025,-18437
7050001,2,2025,-3533
7050001,2,2025,-2940
7050001,2,2025,-3193
7050001,2,2025,-18142
7050001,2,2025,-1482
7050001,2,2025,-11317
7050001,2,2025,-6715
7050001,2,2025,-2597
7050001,2,2025,-2965
7050001,2,2025,-4848
7050001,2,2025,-3137
7050001,2,2025,-5377
7050001,2,2025,-4896
7050001,2,2025,-3225
7050001,2,2025,-11374
7050001,2,2025,-86
7050001,2,2025,-32629
7050001,2,2025,-724
7050001,2,2025,-2440
7050001,2,2025,-5833
7050001,2,2025,-1004
7050001,2,2025,-1184
7050001,2,2025,-2022
7050001,2,2025,-1544
7050001,2,2025,-86
7050001,2,2025,-2137
7050001,2,2025,-652
7050001,2,2025,-395
7050001,2,2025,-88
7050001,2,2025,-1680
7050001,2,2025,-1040
7050001,2,2025,-579
7050001,2,2025,-2798
7050001,2,2025,-188
7050001,2,2025,-213
7050001,2,2025,-226
7050001,2,2025,-208
7050001,2,2025,-26
7050001,2,2025,-218
7050001,2,2025,-52
7050001,2,2025,-33
7050001,2,2025,-380
7050001,2,2025,-1009
7050001,2,2025,-377
7050001,2,2025,-1178
7050001,2,2025,-302
7050001,2,2025,-3424
7050001,2,2025,-4500
7050001,2,2025,-11932
7050001,2,2025,-41946
7050001,2,2025,-73224
7050001,2,2025,-52
7050001,2,2025,-1848
7050001,2,2025,-662
7050001,2,2025,-269
7050001,2,2025,-189
7050001,2,2025,-87
7050001,2,2025,-3431
7050001,2,2025,-901
7050001,2,2025,-560
7050001,2,2025,-2520
7050001,2,2025,-2520
7050001,2,2025,-2520
7050001,2,2025,-375
7050001,2,2025,-1125
7050001,2,2025,-2241
7050001,2,2025,-108
7050001,2,2025,-117
7050001,2,2025,-12
7050001,2,2025,-59
7050001,2,2025,-76
7050001,2,2025,-275
7050001,2,2025,-117
7050001,2,2025,-117
7050001,2,2025,-117
7050001,2,2025,-174
7050001,2,2025,-117
7050001,2,2025,-234
7050001,2,2025,-141
7050001,2,2025,-117
7050001,2,2025,-117
7050001,2,2025,-234
7050001,2,2025,-59
7050001,2,2025,-59
7050001,2,2025,-28
7050001,2,2025,-44
7050001,2,2025,-44
7050001,2,2025,-117
7050001,2,2025,-117
7050001,2,2025,-117
7050001,2,2025,-12
7050001,2,2025,-117
7050001,2,2025,-117
7050001,2,2025,-117
7050001,2,2025,-12
7050001,2,2025,-116
7050001,2,2025,-3
7050001,2,2025,-111
7050001,2,2025,-117
7050001,2,2025,-65
7050001,2,2025,-117
7050001,2,2025,-117
7050001,2,2025,-111
7050001,2,2025,-14
7050001,2,2025,-117
7050001,2,2025,-117
7050001,2,2025,-234
7050001,2,2025,-117
7050001,2,2025,-76
7050001,2,2025,-117
7050001,2,2025,-240
7050001,2,2025,-100
7050001,2,2025,-123
7050001,2,2025,-333
7050001,2,2025,-123
7050001,2,2025,-123
7050001,2,2025,-123
7050001,2,2025,-62
7050001,2,2025,-36
7050001,2,2025,-62
7050001,2,2025,-90
7050001,2,2025,-28
7050001,2,2025,-46
7050001,2,2025,-46
7050001,2,2025,-122
7050001,2,2025,-123
7050001,2,2025,-123
7050001,2,2025,-76
7050001,2,2025,-122
7050001,2,2025,-123
7050001,2,2025,-226
7050001,2,2025,-226
7050001,2,2025,-59
7050001,2,2025,-123
7050001,2,2025,-123
7050001,2,2025,-135
7050001,2,2025,-117
7050001,2,2025,-5818
7050001,2,2025,-2909
7050001,2,2025,-2909
7050001,2,2025,-3491
7050001,2,2025,-5818
7050001,2,2025,-2909
7050001,2,2025,-4309
7050001,2,2025,-291
7050001,2,2025,-2909
7050001,2,2025,-2909
7050001,2,2025,-2909
7050001,2,2025,-6836
7050001,2,2025,-1891
7050001,2,2025,-1455
7050001,2,2025,-2764
7050001,2,2025,-2909
7050001,2,2025,-2909
7050001,2,2025,-2909
7050001,2,2025,-1600
7050001,2,2025,-2909
7050001,2,2025,-2909
7050001,2,2025,-2909
7050001,2,2025,-2873
7050001,2,2025,-291
7050001,2,2025,-2909
7050001,2,2025,-2764
7050001,2,2025,-2909
7050001,2,2025,-55
7050001,2,2025,-2891
7050001,2,2025,-2909
7050001,2,2025,-291
7050001,2,2025,-1455
7050001,2,2025,-1455
7050001,2,2025,-691
7050001,2,2025,-1091
7050001,2,2025,-1091
7050001,2,2025,-826
7050001,2,2025,-157
7050001,2,2025,-277
7050001,2,2025,-619
7050001,2,2025,-149
7050001,2,2025,-33
7050001,2,2025,-459
7050001,2,2025,-89
7050001,2,2025,-1200
7050001,2,2025,-307
7050001,2,2025,-262
7050001,2,2025,-282
7050001,2,2025,-826
7050001,2,2025,-496
7050001,2,2025,-413
7050001,2,2025,-1862
7050001,2,2025,-308
7050001,2,2025,-308
7050001,2,2025,-1401
7050001,2,2025,-342
7050001,2,2025,-741
7050001,2,2025,-616
7050001,2,2025,-72
7050001,2,2025,-511
7050001,2,2025,-154
7050001,2,2025,-152
7050001,2,2025,-2263
7050001,2,2025,-3040
7050001,2,2025,-323
7050001,2,2025,-923
7050001,2,2025,-53824
7050001,2,2025,-8951
7050001,2,2025,-3903
7050001,2,2025,-22434
7050001,2,2025,-332
7050001,2,2025,-2664
7050001,2,2025,-13
7050001,2,2025,-5945
7050001,2,2025,-2931
7050001,2,2025,-131
7050001,2,2025,-96
7050001,2,2025,-33957
7050001,2,2025,-5005
7050001,2,2025,-1295
7050001,2,2025,-9222
7050001,2,2025,-6257
7050001,2,2025,-3697
7050001,2,2025,-8502
7050001,2,2025,-4896
7050001,2,2025,-7694
7050001,2,2025,-6580
7050001,2,2025,-8263
7050001,2,2025,-7159
7050001,2,2025,-5671
7050001,2,2025,-2994
7050001,2,2025,-2160
7050001,2,2025,-1848
7050001,2,2025,-15741
7050001,2,2025,-1824
7050001,2,2025,-18795
7050001,2,2025,-221
7050001,2,2025,-161
7050001,2,2025,-6587
7050001,2,2025,-3005
7050001,2,2025,-1605
7050001,2,2025,-326
7050001,2,2025,-6230
7050001,2,2025,-7753
7050001,2,2025,-546
7050001,2,2025,-1032
7050001,2,2025,-443
7050001,2,2025,-87
7050001,2,2025,-74
7050001,2,2025,-308
7050001,2,2025,-1981
7050001,2,2025,-3482
7050001,2,2025,-2248
7050001,2,2025,-239
7050001,2,2025,-1493
7050001,2,2025,-56
7050001,2,2025,-56
7050001,2,2025,-5526
7050001,2,2025,-498
7050001,2,2025,-1050
7050001,2,2025,-45
7050001,2,2025,-45
7050001,2,2025,-38919
7050001,2,2025,-857
7050001,2,2025,-1714
7050001,2,2025,-729
7050001,2,2025,-4013
7050001,2,2025,-100
7050001,2,2025,-44
7050001,2,2025,-18
7050001,2,2025,-1019
7050001,2,2025,-127
7050001,2,2025,-615
7050001,2,2025,-11408
7050001,2,2025,-1772
7050001,2,2025,-12435
7050001,2,2025,-48078
7050001,2,2025,-98
7050001,2,2025,-777
7050001,2,2025,-1608
7050001,2,2025,-832
7050001,2,2025,-1159
7050001,2,2025,-1782
7050001,2,2025,-9984
7050001,2,2025,-1023
7050001,2,2025,-513
7050001,2,2025,-137
7050001,2,2025,-720
7050001,2,2025,-5512
7050001,2,2025,-3445
7050001,2,2025,-992
7050001,2,2025,-516
7050001,2,2025,-5607
7050001,2,2025,-59
7050001,2,2025,-5
7050001,2,2025,-40
7050001,2,2025,-61
7050001,2,2025,-140
7050001,2,2025,-217
7050001,2,2025,-1264
7050001,2,2025,-200
7050001,2,2025,-297
7050001,2,2025,-38
7050001,2,2025,-664
7050001,2,2025,-135
7050001,2,2025,-467
7050001,2,2025,-433
7050001,2,2025,-27
7050001,2,2025,-13
7050001,2,2025,-75
7050001,2,2025,-1539
7050001,2,2025,-3227
7050001,2,2025,-20
7050001,2,2025,-217
7050001,2,2025,-1525
7050001,2,2025,-3904
7050001,2,2025,-21481
7050001,2,2025,-37
7050001,2,2025,-50
7050001,2,2025,-678
7050001,2,2025,-207
7050001,2,2025,-2441
7050001,2,2025,-1057
7050001,2,2025,-142
7050001,2,2025,-973
7050001,2,2025,-22
7050001,2,2025,-173
7050001,2,2025,-862
7050001,2,2025,-706
